"","ST","Year","Cluster","Fraction","Num","TotalYearCluster"
"719","73",2016,"1920",0,300,0
"720","73",2017,"1920",0,355,0
"721","73",2002,"2026",0,83,0
"722","73",2003,"2026",0,121,0
"723","73",2004,"2026",0,125,0
"724","73",2005,"2026",0,134,0
"725","73",2006,"2026",0,127,0
"726","73",2007,"2026",0.00714285714285714,140,1
"727","73",2008,"2026",0,159,0
"728","73",2009,"2026",0,192,0
"729","73",2010,"2026",0,196,0
"730","73",2011,"2026",0,222,0
"731","73",2012,"2026",0,277,0
"732","73",2013,"2026",0,255,0
"733","73",2014,"2026",0,265,0
"734","73",2015,"2026",0,303,0
"735","73",2016,"2026",0,300,0
"736","73",2017,"2026",0,355,0
"737","10",2002,"2084",0,83,0
"738","10",2003,"2084",0,121,0
"739","10",2004,"2084",0,125,0
"740","10",2005,"2084",0,134,0
"741","10",2006,"2084",0,127,0
"742","10",2007,"2084",0,140,0
"743","10",2008,"2084",0,159,0
"744","10",2009,"2084",0,192,0
"745","10",2010,"2084",0,196,0
"746","10",2011,"2084",0,222,0
"747","10",2012,"2084",0,277,0
"748","10",2013,"2084",0,255,0
"749","10",2014,"2084",0.00377358490566038,265,1
"750","10",2015,"2084",0,303,0
"751","10",2016,"2084",0,300,0
"752","10",2017,"2084",0,355,0
"753","617",2002,"2085",0,83,0
"754","617",2003,"2085",0,121,0
"755","617",2004,"2085",0,125,0
"756","617",2005,"2085",0,134,0
"757","617",2006,"2085",0,127,0
"758","617",2007,"2085",0,140,0
"759","617",2008,"2085",0,159,0
